# chirp_mass mass_ratio spin_1z spin_2z coalescence_time coalescence_phase luminosity_distance inclination longitude latitude psi
5.693426240650720429e+05 7.576728386514797187e-01 2.683306787683848588e-02 8.168820774603455792e-01 3.081932228842971710e+01 4.515717994214898390e+00 1.138814245107245551e+04 1.908916245149733015e+00 3.762247431991887048e+00 9.713849621276494650e-01 7.099836697358942184e-01
5.693214701122752158e+05 7.578422514987415148e-01 2.742642359621235565e-02 8.154012846248019919e-01 3.081932232288484030e+01 2.944845395017287704e+00 1.139644593668097150e+04 1.908658262909848080e+00 3.776712166074684962e+00 9.664152955981847315e-01 2.290756749602173237e+00
5.694251826359791448e+05 7.520210335108601374e-01 6.703022340622366571e-02 7.655804210557437539e-01 3.081932418766545823e+01 2.938491582991743734e+00 1.135973580021602902e+04 1.909460395086244988e+00 3.773608730846519599e+00 9.764951669369785758e-01 2.288652218941828576e+00
5.694222809065550100e+05 7.551530700441525523e-01 4.480818026456755143e-02 7.941985786039778006e-01 3.081932323379897198e+01 2.942455593498549238e+00 1.140407480008525454e+04 1.232679278025452296e+00 4.604353377142563208e-01 -7.839756610737175224e-02 9.454764534661268538e-01
5.693661481026130496e+05 7.549855886999501386e-01 3.986420405440325998e-02 8.007871010968331538e-01 3.081932248536159946e+01 2.945547145269594047e+00 1.138186491977638070e+04 1.909149900210529438e+00 3.793370165021657137e+00 9.698500256368129957e-01 2.301899677379285691e+00
5.693033726755219977e+05 7.556891968492219780e-01 3.858282521402259246e-02 8.012188097381844898e-01 3.081932208123512495e+01 2.945468629427217877e+00 1.139845957067748350e+04 1.909109547068048585e+00 3.779204273953419513e+00 9.674637233141486492e-01 2.292392619519359354e+00
5.694034413460989017e+05 7.532855575615641230e-01 5.278628688534146157e-02 7.846444631688460625e-01 3.081932343076747216e+01 2.941540080253088885e+00 1.142825970925569163e+04 1.908336708615253174e+00 3.788512294626324994e+00 9.584843305785992751e-01 2.298273922838243166e+00
5.693187670111453626e+05 7.573951401434080299e-01 2.171655853108482928e-02 8.239479566705134594e-01 3.081932167138564083e+01 2.948359507419751502e+00 1.138628884068383377e+04 1.909357219224013580e+00 3.779276276488003017e+00 9.701048177029232278e-01 2.292140577632928444e+00
5.693136135646462208e+05 7.575141263575966288e-01 2.381763637265834482e-02 8.206354034819134391e-01 3.081932165460884931e+01 2.947674565153865611e+00 1.139655092193573546e+04 1.909151488309968725e+00 3.776933801011234326e+00 9.674584608248046891e-01 2.290748008291077831e+00
5.694057358923895517e+05 7.533690968851084468e-01 5.877509091813294673e-02 7.761002931510236902e-01 3.081932380866066268e+01 2.938969131799410661e+00 1.143469462129691419e+04 1.908859354830251487e+00 3.772712565004789909e+00 9.603882776110793662e-01 2.287427162065636121e+00
5.694317136417472502e+05 7.558567899644994537e-01 3.891747807075791876e-02 8.020670386700499144e-01 3.081932283112386983e+01 2.943799540333353892e+00 1.137649233248594646e+04 1.232255636140897170e+00 4.708260250003212799e-01 -7.270423057846446546e-02 9.421216446168190206e-01
5.693490308579747798e+05 7.557806982238889359e-01 4.091182417775518498e-02 7.984057110296309823e-01 3.081932287379930457e+01 4.513984478916607479e+00 1.139695883566805242e+04 1.908975185337954628e+00 3.780366652154602214e+00 9.676803510384465179e-01 7.223762734123655438e-01
5.693100672116781352e+05 7.559422972863129031e-01 3.044512261917576082e-02 8.128461376641098468e-01 3.081932173846057310e+01 2.947544065132996494e+00 1.142019787100300346e+04 1.908611363369037139e+00 3.792849552045805872e+00 9.597186974605328436e-01 2.301339571901144687e+00
5.693257422091031913e+05 7.540134421639995699e-01 4.834893230365457789e-02 7.891993222840978373e-01 3.081932275833821322e+01 4.514908574242753936e+00 1.134551909380241705e+04 1.909081944091816752e+00 3.786240582407994548e+00 9.768674713246853214e-01 7.266830024938847332e-01
5.693195755565008149e+05 7.529553896422954695e-01 4.439013599865001408e-02 7.958100210842413702e-01 3.081932188776180226e+01 2.947616091389652748e+00 1.138812985113174000e+04 1.908779485580771373e+00 3.795353203680364107e+00 9.654890965293230209e-01 2.303318843963755302e+00
5.693853047367956024e+05 7.534094878051937894e-01 4.722475926521629841e-02 7.922134521182032652e-01 3.081932263545105144e+01 2.944699977177312356e+00 1.140318982320303621e+04 1.908888139182051580e+00 3.792722939053897679e+00 9.646249972250112714e-01 2.301225590001231058e+00
5.693990680878884159e+05 7.503480507114282938e-01 6.536059737911617540e-02 7.690557075500704665e-01 3.081932313872379581e+01 2.942414867648529775e+00 1.142017686578663779e+04 1.908809955824420035e+00 3.773132566162857859e+00 9.636857553282243138e-01 2.287863283249823354e+00
5.693867366954323370e+05 7.474800283883162866e-01 8.028244943412121692e-02 7.498988025810352509e-01 3.081932335452123084e+01 1.371160508889922136e+00 1.135841245914070350e+04 1.909084056003481411e+00 3.792800273838814906e+00 9.736212201676628375e-01 7.311003006123936165e-01
5.693792950608395040e+05 7.564086358619875883e-01 3.436812786093178251e-02 8.078896591401721894e-01 3.081932314516593507e+01 4.513760893116876893e+00 1.140562530736525332e+04 1.908618376374246139e+00 3.769348177749617168e+00 9.662699085766881524e-01 7.143651670258074349e-01
5.694046618222913239e+05 7.575225418858821946e-01 3.288686617142805302e-02 8.087749239652511912e-01 3.081932326702683156e+01 1.371944374309941539e+00 1.138047982114324441e+04 1.232961808224890321e+00 4.581193595837823596e-01 -7.558027880791177988e-02 2.516765395575427000e+00
5.693973556821988896e+05 7.524473942167873020e-01 5.874658142115816301e-02 7.765579192255839258e-01 3.081932362351853882e+01 4.513140943326839682e+00 1.134084664492568663e+04 1.908862831487758482e+00 3.797822072998963794e+00 9.760969380119258743e-01 7.340820720941435562e-01
5.693695733382106991e+05 7.539515328112758041e-01 4.457845978687460103e-02 7.949160789712494957e-01 3.081932224317143465e+01 1.375584078776911134e+00 1.141721030411838910e+04 1.233134259465188620e+00 4.546645194912217192e-01 -8.351038751424104400e-02 2.518505888202017040e+00
5.693776992615289055e+05 7.554075176207803999e-01 4.664422575927175407e-02 7.911513919031760711e-01 3.081932368753577478e+01 1.369689990023615023e+00 1.139708473041731850e+04 1.909005091497634865e+00 3.782955121354122152e+00 9.674592846361151910e-01 7.238952145519076398e-01
5.694297276277844794e+05 7.467682869644762800e-01 8.749347909426728742e-02 7.406051607799188918e-01 3.081932395512958678e+01 2.940415865118612082e+00 1.138018225210798118e+04 1.909244812968074356e+00 3.785304991278686249e+00 9.700862704988154617e-01 2.295921676379506504e+00
5.693284967934238957e+05 7.544555352079360677e-01 4.240203762507724350e-02 7.972898655954387959e-01 3.081932216742861996e+01 4.516595425181454182e+00 1.138133390400066128e+04 1.908922356132243259e+00 3.777371493084298315e+00 9.699211812832377877e-01 7.200652141385421867e-01
5.694371624672565376e+05 7.480513641638142364e-01 7.900185503777591711e-02 7.516764081406765996e-01 3.081932357727873750e+01 1.370970583774264506e+00 1.137029140635575095e+04 1.232605139805197592e+00 4.567877218849558107e-01 -7.300445091686363908e-02 2.517338419406490058e+00
5.692862333020098740e+05 7.566833681728971639e-01 2.510665948906650596e-02 8.193602028460501563e-01 3.081932143696852577e+01 2.949289763991160829e+00 1.138082702084601806e+04 1.909200675102930678e+00 3.795857037599270623e+00 9.676027188174721738e-01 2.303212517379516378e+00
5.693904835857735015e+05 7.515195867016785103e-01 6.472319557712150062e-02 7.686451495941377665e-01 3.081932350286625777e+01 2.941647374918273883e+00 1.135640501505527391e+04 1.908808785333284685e+00 3.792148847492607722e+00 9.736173107270288396e-01 2.301181226662026624e+00
5.693806629053025972e+05 7.551107097651416078e-01 4.369972978949900749e-02 7.952504777863287355e-01 3.081932281406114882e+01 2.943134453227081337e+00 1.138342254924270128e+04 1.232725648816221264e+00 4.688558430273433997e-01 -7.437240271211108256e-02 9.420525871233257353e-01
5.693504370951411547e+05 7.597251560729534337e-01 1.678373504171565278e-02 8.291840931872986875e-01 3.081932279713051415e+01 2.945802688104449452e+00 1.136423886613964896e+04 1.908755744498860318e+00 3.808539121098048152e+00 9.704086365658274316e-01 2.311742240086158251e+00
5.693339421457797289e+05 7.544889925552947796e-01 4.757015726677112782e-02 7.899214413923973943e-01 3.081932297171930912e+01 2.943112890177083774e+00 1.136398970245994860e+04 1.908862033647478418e+00 3.776943201158508234e+00 9.745128411409165192e-01 2.290921340829672470e+00
5.694189778188044438e+05 7.512606515204103275e-01 6.845937779574538806e-02 7.640515189088658010e-01 3.081932399468044181e+01 2.938952638389048300e+00 1.138714511138391390e+04 1.909100967385809700e+00 3.771875922033794737e+00 9.704195281534658823e-01 2.287378308159393026e+00
5.693284187231408432e+05 7.562320230581063285e-01 3.542379930698409674e-02 8.055846158987206573e-01 3.081932268207096826e+01 1.374060898761899630e+00 1.134057604505786549e+04 1.909430583369103429e+00 3.779445637712388617e+00 9.801768416703573461e-01 7.219458038066817185e-01
5.693640405041535851e+05 7.545208391712627805e-01 4.496654802697547942e-02 7.941304694640198836e-01 3.081932289480541343e+01 2.943689258658275243e+00 1.140647266509775181e+04 1.908530389030157703e+00 3.789214974907587408e+00 9.624942211659126556e-01 2.298733085821647482e+00
5.693343298497042852e+05 7.623193801246119783e-01 6.318961537532395006e-03 8.410431219327806351e-01 3.081932238416123226e+01 2.944900586343715876e+00 1.139449927553685484e+04 1.909047295647999576e+00 3.778666645175692285e+00 9.686841802953725100e-01 2.292076179052725760e+00
5.694567640580238076e+05 7.529615143799875954e-01 5.590483862216528294e-02 7.808685348806768678e-01 3.081932360338856824e+01 4.511976297639398226e+00 1.135520582873978492e+04 1.232428750640981008e+00 4.704760195444979698e-01 -6.751591218271506267e-02 2.512695311220750405e+00
5.694205847152734641e+05 7.572122025693628355e-01 3.128011855689295101e-02 8.115081699448671859e-01 3.081932282909537690e+01 4.515595826261375123e+00 1.134231295218108426e+04 1.909016983006628587e+00 3.806677879730124836e+00 9.752965048058381825e-01 7.404378710663013230e-01
5.693755511418620590e+05 7.543934791103553694e-01 4.614459079200229630e-02 7.923693495220941463e-01 3.081932241099633885e+01 2.944796628282529749e+00 1.141919562134297666e+04 1.232776912980334538e+00 4.711536885241562889e-01 -8.140419608716488453e-02 9.423437711565342267e-01
5.693849914878713898e+05 7.545009845626273748e-01 4.732588831097084975e-02 7.910757504640115734e-01 3.081932314789106542e+01 2.942576481391371512e+00 1.138714427090544632e+04 1.909087188497435639e+00 3.771749762599124534e+00 9.709181755476355979e-01 2.286863153181601493e+00
5.694142232493843185e+05 7.523851393598770532e-01 6.055003303487192790e-02 7.742056197036886189e-01 3.081932401933374166e+01 2.941037255388954996e+00 1.137654211369858785e+04 1.908386508567617490e+00 3.811509017202322713e+00 9.665185638315884065e-01 2.313841498298608634e+00
5.693811629462878918e+05 7.580639142616418802e-01 2.574634016210693502e-02 8.181603895764457679e-01 3.081932248955950726e+01 2.944807963796740147e+00 1.132229003281233418e+04 1.909767555467614342e+00 3.779452626065606946e+00 9.845806203566289661e-01 2.293309017390982252e+00
5.693555793468022021e+05 7.556172415703881207e-01 3.975620893602393319e-02 8.003489949067096321e-01 3.081932249785039346e+01 2.943699096407502047e+00 1.143500213360932139e+04 1.909008049533784002e+00 3.766921119264336149e+00 9.622385177473611328e-01 2.283677032108605509e+00
5.694257874554099981e+05 7.529087780822107945e-01 5.686272526685422213e-02 7.793932043977392921e-01 3.081932388718284344e+01 4.511467109851166946e+00 1.137151673925139949e+04 1.232954273870362050e+00 4.662208776761105899e-01 -7.261166151831822957e-02 2.514472825555807756e+00
5.694740666454251623e+05 7.510239124759244822e-01 7.072646387510179988e-02 7.614712446161604475e-01 3.081932412948562217e+01 2.938972523827283467e+00 1.137861312652762172e+04 1.232001418823429617e+00 4.703562933274288982e-01 -7.113563099414892121e-02 9.420264578609173212e-01
5.693388294553917367e+05 7.563185851416052152e-01 3.327642198436314702e-02 8.088977166069499791e-01 3.081932226084683535e+01 2.944707521744080569e+00 1.142156109960697722e+04 1.908747675916591113e+00 3.775619891297270048e+00 9.629480991322125760e-01 2.289963545434657632e+00
5.694105089753865032e+05 7.550384247855319586e-01 4.152210715104326377e-02 7.991931011347852554e-01 3.081932319540307574e+01 2.943724669035080233e+00 1.140482987761167169e+04 1.908770942039311524e+00 3.805040640746487846e+00 9.624303062680382714e-01 2.309223911500101867e+00
5.694434603789163521e+05 7.536572152160998517e-01 5.339625711644225420e-02 7.838040936337836717e-01 3.081932361555850619e+01 4.511695654674455547e+00 1.141031618438460282e+04 1.908730245900725375e+00 3.785697595767148371e+00 9.646146257289726078e-01 7.255949321093208004e-01
5.693426799035560107e+05 7.605938361561194183e-01 1.165022191572642404e-02 8.354318111700747007e-01 3.081932250247682958e+01 2.945538861501548755e+00 1.136666234094628271e+04 1.909006611341520498e+00 3.786247175859590808e+00 9.727982006143323090e-01 2.297067748731512982e+00
5.693536267212365055e+05 7.513620373864139390e-01 6.744533290398532777e-02 7.645301555096957191e-01 3.081932378648157922e+01 2.940831293743250807e+00 1.138999872694785881e+04 1.908972240338454585e+00 3.796572553258634741e+00 9.663388235930657766e-01 2.303731593054434867e+00
5.693984030409125844e+05 7.537790749900932230e-01 4.975088142872324121e-02 7.882579770239918071e-01 3.081932311965499593e+01 2.943188292909649117e+00 1.140331820914833042e+04 1.908521632544494029e+00 3.788846693481145333e+00 9.642381512100569596e-01 2.298430114452156392e+00
5.693491700863657752e+05 7.514252794970406324e-01 6.288567211410037161e-02 7.708357500019119568e-01 3.081932304838824876e+01 2.944296084487529885e+00 1.135796067139636580e+04 1.908514336410678247e+00 3.811802130499208463e+00 9.686788576144022000e-01 2.313858228798307604e+00
5.693073326591848163e+05 7.534266184156785950e-01 4.255893919202992370e-02 7.975806294798289953e-01 3.081932167164658765e+01 2.948333960650396879e+00 1.141242802026780919e+04 1.908940940172970446e+00 3.793600279220163518e+00 9.621271793017036611e-01 2.301667271657872327e+00
5.692902453002389520e+05 7.602265570802944072e-01 1.369224235702921552e-02 8.319393528838938678e-01 3.081932173269767006e+01 2.947668296357033313e+00 1.135405102867007554e+04 1.909324973193242458e+00 3.779955473518052056e+00 9.765454967287506838e-01 2.292747631410195108e+00
5.693791282503836555e+05 7.594659477813409110e-01 1.507929180908976902e-02 8.321761811801741127e-01 3.081932248458484835e+01 2.945911281211239796e+00 1.135733781039878340e+04 1.909277409141250104e+00 3.795681412081045369e+00 9.748130835323896015e-01 2.303760746818159788e+00
5.694543805490878876e+05 7.532539411449933331e-01 6.222317931375636463e-02 7.717004217964983370e-01 3.081932478974587042e+01 4.508381559091261259e+00 1.134987619238076149e+04 1.908984899996367224e+00 3.803493580844416577e+00 9.744247405217655311e-01 7.383425593387681340e-01
5.693911243509670021e+05 7.538145599798959928e-01 4.753299259033885726e-02 7.914254346512897831e-01 3.081932255175328095e+01 2.943291524185011276e+00 1.139382283569923493e+04 1.909232407176799207e+00 3.754299852475071919e+00 9.717869246051602516e-01 2.275589775312752749e+00
5.694473962182567921e+05 7.517488590856296060e-01 7.320550837709274838e-02 7.570611086894920572e-01 3.081932493330553413e+01 2.937280098731292810e+00 1.138134044369458024e+04 1.908683824726266742e+00 3.817667117033287205e+00 9.642661340781636392e-01 2.317922742481569820e+00
5.693423610421421472e+05 7.549813512918444047e-01 4.242488701474787793e-02 7.967599324822853823e-01 3.081932254572797802e+01 2.945580097371184536e+00 1.132243939335134382e+04 1.909167061859059489e+00 3.790564531204410059e+00 9.812294425232005457e-01 2.300330012463571716e+00
5.693880364511136431e+05 7.561424215727079456e-01 3.805549602864884140e-02 8.027448409401974905e-01 3.081932317673874522e+01 2.942716631408455630e+00 1.141990543735233041e+04 1.908578819092106471e+00 3.783721308116457571e+00 9.615934557434812069e-01 2.294998700964364424e+00
5.693111131254581269e+05 7.564043258715165141e-01 3.507959650694539300e-02 8.057871629924220347e-01 3.081932238100909061e+01 2.944940144646412516e+00 1.142498389460040926e+04 1.908490474238504486e+00 3.787655959518223980e+00 9.603397661766890359e-01 2.297657196720231720e+00
5.693838990938772913e+05 7.558873377170316488e-01 3.656844634910390995e-02 8.049243133315779897e-01 3.081932277371532791e+01 1.373658834897775405e+00 1.142000354354395131e+04 1.233449562033748448e+00 4.578930273279842034e-01 -8.401597931558170418e-02 2.516911410735772403e+00
5.693358908215265255e+05 7.501191826027150400e-01 6.629480999304457334e-02 7.670369022883942733e-01 3.081932259115079376e+01 2.943892915202579008e+00 1.134303249753417367e+04 1.909877380826669580e+00 3.762073306401307438e+00 9.815975694025174114e-01 2.280996574579071901e+00
5.693593504161034944e+05 7.564506036577914871e-01 3.556760798045072169e-02 8.057590983175095811e-01 3.081932306286178047e+01 4.513702823826816868e+00 1.141942372003094533e+04 1.908364965134172753e+00 3.780303683122930192e+00 9.614238180820579016e-01 7.218644259651136874e-01
5.693494243110209936e+05 7.618404397475984080e-01 5.603899970911541129e-04 8.499319685720805317e-01 3.081932170806267024e+01 2.948150776783446059e+00 1.141659605213100986e+04 1.908517719987599115e+00 3.794829642464348396e+00 9.606815128407762971e-01 2.302321452030632543e+00
5.694271101793175330e+05 7.528176478706921637e-01 5.730034567195207290e-02 7.786872268353253190e-01 3.081932345000602069e+01 2.941252633416401530e+00 1.143487036228779471e+04 1.908582567775328087e+00 3.786025763177597092e+00 9.587954869034635008e-01 2.296506968843174956e+00
5.693827288499651477e+05 7.495015908465939569e-01 6.439265067979427215e-02 7.709593900715254744e-01 3.081932253443418190e+01 2.945606532080962570e+00 1.132772693990936750e+04 1.909247268134079523e+00 3.791407613393705134e+00 9.799092740037369520e-01 2.300993957399422918e+00
5.694273351271133870e+05 7.526723420033860634e-01 5.651264399822544804e-02 7.800331604275958508e-01 3.081932368152346768e+01 4.513090818825612693e+00 1.134940197196748341e+04 1.232427462607529556e+00 4.436349804353791337e-01 -6.967590877903588609e-02 2.521564073794332561e+00
5.693330792934108758e+05 7.600558325067202636e-01 1.716210190761419119e-02 8.280551530244670833e-01 3.081932248483807157e+01 4.514969959297807200e+00 1.141478264488912100e+04 1.909219245041866797e+00 3.769671366440177085e+00 9.659074540864285296e-01 7.151034290934765725e-01
5.693279297682300676e+05 7.579618196592630142e-01 1.919358813930160251e-02 8.270752477094643895e-01 3.081932165977998750e+01 2.948190552152140320e+00 1.136966049834557816e+04 1.908901655093113270e+00 3.780989406132127417e+00 9.716227803371036975e-01 2.293394118401312021e+00
5.693587241137352539e+05 7.525156403816674056e-01 5.567003531541248051e-02 7.806647695976592916e-01 3.081932304035450443e+01 2.942883191883383542e+00 1.140787521748062136e+04 1.908835646011589837e+00 3.777499116700722581e+00 9.655547844466008112e-01 2.290737786681128707e+00
5.693862396475450369e+05 7.529764461384768071e-01 5.088509420485706758e-02 7.871315702461114672e-01 3.081932254695307805e+01 1.372611588480428413e+00 1.139308787647190366e+04 1.232635166599648446e+00 4.831266895257573801e-01 -7.446671407157894051e-02 2.508328654360668875e+00
5.693632438966836780e+05 7.526667388200882769e-01 5.491124784116760416e-02 7.813894452781141586e-01 3.081932268162446675e+01 2.944559045120406893e+00 1.135420828589114899e+04 1.908595740935655094e+00 3.798967686359771001e+00 9.720651698251551176e-01 2.305854787191291333e+00
5.694206705311322585e+05 7.530701861947678433e-01 5.629055842751078814e-02 7.797558585367369011e-01 3.081932342825072624e+01 1.371187824001234290e+00 1.144076106389562665e+04 1.907963967360180702e+00 3.800607463786971785e+00 9.535768290866983854e-01 7.351634689610724305e-01
5.693475810099104419e+05 7.577918940933466851e-01 2.792483388599000318e-02 8.150558059439046987e-01 3.081932274718453257e+01 2.945386022962241057e+00 1.132178667552816660e+04 1.908990252190043035e+00 3.801205677165165220e+00 9.791843246466375161e-01 2.307284688767515579e+00
5.693715016338990536e+05 7.575516061406966095e-01 3.115651050669408437e-02 8.108083256002870387e-01 3.081932256105540802e+01 2.944425928073011622e+00 1.139176383856702887e+04 1.908789149454674705e+00 3.783889884979621421e+00 9.675447030688696382e-01 2.295269205075237462e+00
5.694010626717667328e+05 7.516426362581453136e-01 6.677952439721013267e-02 7.658033675781292793e-01 3.081932400162347463e+01 1.369165971856898700e+00 1.139763098573854768e+04 1.908800042111874706e+00 3.798324795521571762e+00 9.642138816533923906e-01 7.342793044917705902e-01
5.694267454337738454e+05 7.519856621583895784e-01 5.920247631430031188e-02 7.768562051018127468e-01 3.081932342281388060e+01 4.511562078055001201e+00 1.140973869604567335e+04 1.908985654188756431e+00 3.773235135238916182e+00 9.664853723832059762e-01 7.177358360690162531e-01
5.693557094108477468e+05 7.595067177623795462e-01 1.956587647565248556e-02 8.252105672727756414e-01 3.081932258808544134e+01 2.945254113684741881e+00 1.135869947758802846e+04 1.908758218938520823e+00 3.792796920466284138e+00 9.727674724957560137e-01 2.301699567863544793e+00
5.693819498941351194e+05 7.527410390904237802e-01 5.087221512477200364e-02 7.873402001794947980e-01 3.081932262293911506e+01 4.515198850954320164e+00 1.145439931192877702e+04 1.908060703008288561e+00 3.782737385421998777e+00 9.533389622717429734e-01 7.233616335825499011e-01
5.693486702806865796e+05 7.524832019078058210e-01 5.241382375139117672e-02 7.849731180441030798e-01 3.081932246721037671e+01 2.945992795293815192e+00 1.128600962434727808e+04 1.909700620802011528e+00 3.785771406593304800e+00 9.897534107238800116e-01 2.297006382647861500e+00
5.693521400950435782e+05 7.558227968888207027e-01 3.907883732520578413e-02 8.012191697948354285e-01 3.081932279378381168e+01 4.514191703831138547e+00 1.142191277397793419e+04 1.909078434895033149e+00 3.771629274740061266e+00 9.635526848131522604e-01 7.158414971312302422e-01
5.693541044864126015e+05 7.534644834559042215e-01 5.397024188452795301e-02 7.819534744684090155e-01 3.081932314128179229e+01 2.943171881328008777e+00 1.139453951081737250e+04 1.908969326530199906e+00 3.797318471299340636e+00 9.655893787186334842e-01 2.304203491386197289e+00
5.693913032612763345e+05 7.529362820624319053e-01 5.647293471067168363e-02 7.791838626904791232e-01 3.081932316665988125e+01 2.943313516170908084e+00 1.139037504842505950e+04 1.908761262105587608e+00 3.812190862154154480e+00 9.640263930765474720e-01 2.314209025626642546e+00
5.693187329513179138e+05 7.621036554705193922e-01 4.374630599630016659e-03 8.434539681472367212e-01 3.081932162944703890e+01 4.517875759429842653e+00 1.145641734879269643e+04 1.233046506396211717e+00 4.673099383624277903e-01 -8.945309646593500863e-02 2.513812953308937281e+00
5.693810740183643065e+05 7.548216480861846822e-01 5.035422828157697789e-02 7.861655333967590975e-01 3.081932354132123919e+01 4.511967359907461450e+00 1.137738034546779636e+04 1.909035920486833904e+00 3.789832989546096265e+00 9.701263896604853665e-01 7.287745829117736607e-01
5.693627381123193773e+05 7.594970668951157577e-01 1.405227654134999504e-02 8.334577848240193321e-01 3.081932248213575676e+01 1.375223510599792975e+00 1.138506173820617914e+04 1.232697638265809026e+00 4.600994764901849554e-01 -7.607515004327643215e-02 2.516302607018037651e+00
5.693499688404412009e+05 7.560604925024990708e-01 3.463143208251785732e-02 8.069601423203841550e-01 3.081932192768119450e+01 2.946211642726408453e+00 1.143661215919617825e+04 1.908738786447554014e+00 3.775517955452286856e+00 9.593834871912747531e-01 2.289216818102869144e+00
5.693966766330493847e+05 7.560020814862343785e-01 4.145572766116997765e-02 7.981628344434407163e-01 3.081932346247327104e+01 2.941393520470065415e+00 1.138122232217184501e+04 1.908708853636041702e+00 3.784764732966297451e+00 9.693057747131864632e-01 2.296139405918953269e+00
5.694437748555965954e+05 7.560873362416642429e-01 3.800222134525024081e-02 8.034145621040710283e-01 3.081932336745309087e+01 4.514023397026885043e+00 1.138306505525035209e+04 1.908244334976453294e+00 3.805798416517578442e+00 9.652985434625883654e-01 7.391447967788492557e-01
5.693341115878751734e+05 7.537632949151958917e-01 4.971839173880798768e-02 7.871574036176084421e-01 3.081932234742935250e+01 2.945640383430929710e+00 1.134698486642822718e+04 1.909122044414595099e+00 3.777350303285286426e+00 9.775162128039392995e-01 2.291004833208686975e+00
5.692605635706441244e+05 7.593852669955113432e-01 1.319058452550141147e-02 8.332664551856066026e-01 3.081932095113458203e+01 2.948980579423931658e+00 1.143098872001762174e+04 1.908905135189969293e+00 3.761956796114366952e+00 9.621334123541565031e-01 2.280496590641299282e+00
5.693583633752579335e+05 7.543831635878421871e-01 4.333516868910871483e-02 7.965568274877913302e-01 3.081932266112505658e+01 2.944827745247847073e+00 1.139832556623461278e+04 1.908391019297950297e+00 3.790972879704446186e+00 9.643567052800632311e-01 2.299933737941920242e+00
5.693347051015275065e+05 7.527416671726833153e-01 5.062237211210939003e-02 7.871367493753825828e-01 3.081932236413341641e+01 2.946030085043562785e+00 1.134343118995644545e+04 1.908542460083379577e+00 3.802820053448255688e+00 9.731837561637438627e-01 2.308874250903223846e+00
5.693594213147067931e+05 7.539597002066514841e-01 4.882326582487871852e-02 7.889396740307580425e-01 3.081932318820985728e+01 4.515213780830824142e+00 1.132919646068426300e+04 1.909259319657448550e+00 3.819655492921963269e+00 9.759709701210963484e-01 7.491786114804881436e-01
5.693366055066128029e+05 7.547412711669936325e-01 4.234310262513719253e-02 7.970536980344921085e-01 3.081932231631159169e+01 2.945927176029171424e+00 1.136551407607806505e+04 1.908571462056142920e+00 3.792420871183729947e+00 9.710667075654118019e-01 2.301178320543511457e+00
5.694098514414264355e+05 7.516971028893618678e-01 6.058266203923332038e-02 7.748433930914101486e-01 3.081932332085562365e+01 1.370625914681521174e+00 1.138834732400188477e+04 1.233010543599443620e+00 4.709711423347963666e-01 -7.632155813083335572e-02 2.512466454596885779e+00
5.693208778280639090e+05 7.600860568072871359e-01 1.589100968334745262e-02 8.295448203816805366e-01 3.081932242512479547e+01 4.516548220348710174e+00 1.139779818214696752e+04 1.908578619600059811e+00 3.792881608251483794e+00 9.637029351775776576e-01 7.303234811428569451e-01
5.694487728433302836e+05 7.487342533347702833e-01 8.568404761601053354e-02 7.415801930074802373e-01 3.081932447252336615e+01 4.508035737419785249e+00 1.138838669452732393e+04 1.909021697607108159e+00 3.781612269512171665e+00 9.692773334843186595e-01 7.233672632880800979e-01
5.693542196049477207e+05 7.573329538952883189e-01 2.514858452495943170e-02 8.197177360761711551e-01 3.081932225702597350e+01 2.946530054723208725e+00 1.134347344947491365e+04 1.231866628497165994e+00 4.683320877193162257e-01 -6.445729647128063677e-02 9.428915678092408825e-01
5.694060329617554089e+05 7.589952189503592628e-01 2.413787417523087855e-02 8.198225746629479449e-01 3.081932263372492287e+01 2.943325121008634415e+00 1.141445554109701334e+04 1.232562249315461766e+00 4.716164037987609081e-01 -7.927892664858295080e-02 9.414682164385935748e-01
5.693970839108031942e+05 7.592777416664050483e-01 2.375798251384237877e-02 8.201186156007288508e-01 3.081932323558628539e+01 4.513926793718404440e+00 1.135546883972799333e+04 1.232501769013492510e+00 4.552102764124011380e-01 -7.001539493534937597e-02 2.517799666822437388e+00
5.694218143827504246e+05 7.532702035691017928e-01 5.550099539238587121e-02 7.808325042569501662e-01 3.081932383017479538e+01 2.940416063279920778e+00 1.137490655968818464e+04 1.909316063629084237e+00 3.786213622489041697e+00 9.716577917455886393e-01 2.297533015321972627e+00
5.693149232637475943e+05 7.566288827725905497e-01 3.235551965511422601e-02 8.093651990218655445e-01 3.081932242155720303e+01 2.946096186259468119e+00 1.134237602013179639e+04 1.908868021889030597e+00 3.795761664409416980e+00 9.764383413158445046e-01 2.303681385773088230e+00
5.694340000803603325e+05 7.551462982003724900e-01 4.398429054677710504e-02 7.957519937243896502e-01 3.081932352651555718e+01 2.942583788402150624e+00 1.134882461695067650e+04 1.909124407746866314e+00 3.803501780863772552e+00 9.742968859890936972e-01 2.308716360040466320e+00
5.693604506462923018e+05 7.526547790440284436e-01 5.490753854237788445e-02 7.814377134968855110e-01 3.081932284756656415e+01 2.943699343737496754e+00 1.141758068442022159e+04 1.908427267347528211e+00 3.790679767527454391e+00 9.603546524313921751e-01 2.299593230298577762e+00
